page_id,name,ID,ALIGN,EYE,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
2607,Robert Langstrom (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Male Characters,,Living Characters,3093.00,"1970, June",1970
6417,Sargent Steel (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1964, December",1964
6063,Victory (New Earth),,Good Characters,Black Eyes,Male Characters,,Living Characters,3093.00,"1941, September",1941
3680,Katma Tui (New Earth),Public Identity,Good Characters,,Female Characters,,Deceased Characters,3093.00,"1964, July",1964
37934,Walter Haley (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,3093.00,"1957, February",1957
1569,Charles Victor Szasz (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,3093.00,"1967, June",1967
5959,Ares (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,3093.00,"1987, February",1987
69033,Rip Carter (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,3093.00,"1942, June",1942
1843,Eradicator (New Earth),Public Identity,Good Characters,Photocellular Eyes,Male Characters,,Deceased Characters,3093.00,"1989, May",1989
5302,Emil Hamilton (New Earth),Public Identity,Bad Characters,Hazel Eyes,Male Characters,,Living Characters,3093.00,"1987, January",1987
4874,Richard Swift (New Earth),Secret Identity,Neutral Characters,Grey Eyes,Male Characters,,Living Characters,3093.00,"1942, September",1942
22705,Frederick Freeman (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1995, May",1995
1904,Katar Hol (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1989, August",1989
1702,Richard Occult (New Earth),Secret Identity,,Grey Eyes,Male Characters,,Living Characters,3093.00,"1935, October",1935
1578,Maxima (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Deceased Characters,3093.00,"1989, September",1989
2611,Dawn Granger (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"1988, October",1988
1970,Inza Cramer (New Earth),Secret Identity,Good Characters,Green Eyes,Female Characters,,Deceased Characters,3093.00,"1940, May",1940
1584,Linda Danvers (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"1996, September",1996
5336,Dubbilex (New Earth),Public Identity,Good Characters,Green Eyes,Male Characters,,Living Characters,3093.00,"1971, March",1971
9907,Gunner MacKay (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,3093.00,"1959, May",1959
2609,Antonia Monetti (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"1996, October",1996
1693,Jack Knight (New Earth),Public Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,3093.00,"1994, September",1994
9039,Skeets (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,3093.00,"1986, February",1986
1791,Nimue Inwudu (New Earth),Public Identity,Good Characters,Green Eyes,Female Characters,,Living Characters,3093.00,"1978, February",1978
12290,Khaji Da (New Earth),Secret Identity,Good Characters,,,,Living Characters,3093.00,"1964, June",1964
9908,Sarge Clay (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,3093.00,"1959, May",1959
11851,Elizabeth Lawrence (New Earth),Secret Identity,,Blue Eyes,Female Characters,,Living Characters,3093.00,"1942, December",1942
14503,Pallas Athena (New Earth),Public Identity,Neutral Characters,Grey Eyes,Female Characters,,Living Characters,3093.00,"1958, May",1958
8335,Crispus Allen (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,3093.00,"2000, March",2000
1520,Evan McCulloch (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,3093.00,"1989, February",1989
47920,Terrence Long (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,3093.00,"1981, June",1981
2776,Strata (New Earth),Public Identity,Good Characters,White Eyes,Female Characters,,Living Characters,3093.00,"1989, February",1989
1718,Granny Goodness (New Earth),Public Identity,Bad Characters,Blue Eyes,Female Characters,,Deceased Characters,3093.00,"1971, June",1971
1841,Dolphin (New Earth),,Good Characters,Blue Eyes,Female Characters,,Deceased Characters,3093.00,"1968, December",1968
14510,Zeus (New Earth),Public Identity,Neutral Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1941, December",1941
10139,Holly Robinson (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,Homosexual Characters,Living Characters,3093.00,"1987, February",1987
38844,Martha Kane (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Deceased Characters,3093.00,"1987, February",1987
1845,Jason Woodrue (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,3093.00,"1962, July",1962
16382,John Sargent (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,3093.00,"1941, May",1941
8107,Dian Belmont (New Earth),Public Identity,Good Characters,Hazel Eyes,Female Characters,,Deceased Characters,3093.00,"1940, February",1940
6748,Edward Bloomberg (New Earth),Secret Identity,Good Characters,Yellow Eyes,Male Characters,,Deceased Characters,3093.00,"1984, June",1984
13644,Leslie Thompkins (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"1976, March",1976
6408,Tara Markov (Team Titans),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Deceased Characters,3093.00,1991,1991
4837,Dmitri Pushkin (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,3093.00,"1987, February",1987
2762,June Moone (New Earth),Secret Identity,Good Characters,Green Eyes,Female Characters,,Living Characters,3093.00,"1966, April",1966
1610,Mia Dearden (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"2001, May",2001
14454,Krypto (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1955, March",1955
7230,Ohiyesa I (New Earth),Public Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,3093.00,"1949, September",1949
1792,Donald Richards (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,3093.00,"1942, March",1942
1880,Zauriel (New Earth),Public Identity,Good Characters,Red Eyes,Male Characters,,Living Characters,3093.00,"1997, June",1997
2624,Leonid Kovar (New Earth),Secret Identity,Good Characters,Green Eyes,Male Characters,,Living Characters,3093.00,"1968, December",1968
1648,Thomas Blake (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1963, January",1963
2702,Emily Briggs (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"1985, September",1985
2623,Lilith Clay (New Earth),Secret Identity,Good Characters,Green Eyes,Female Characters,,Deceased Characters,3093.00,"1970, February",1970
40081,Thomas Tresser (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1980, September",1980
45837,Hans von Hammer (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1965, February",1965
8530,William Polk (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1948, February",1948
1914,Lyla Michaels (New Earth),Public Identity,Good Characters,Green Eyes,Female Characters,,Deceased Characters,3093.00,"1982, July",1982
14345,Bruce Gordon (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,3093.00,"1963, July",1963
341732,Sugar Plumm (New Earth),,Good Characters,,Female Characters,,Living Characters,3093.00,"1956, May",1956
1470,Jervis Tetch (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1948, October",1948
80244,Enya Wazzo (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"1989, November",1989
1924,Werner Vertigo (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Male Characters,,Living Characters,3093.00,"1978, July",1978
112409,Sapphire Stagg (New Earth),,Neutral Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"1965, January",1965
18697,Zinda Blake (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"1959, February",1959
341733,Cecil Wilson (New Earth),,Good Characters,,Male Characters,,Living Characters,3093.00,"1956, May",1956
14501,Aphrodite (New Earth),Public Identity,Neutral Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"1941, December",1941
12204,Sarah Essen (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Deceased Characters,3093.00,"1987, March",1987
1643,Jade Nguyen (New Earth),Secret Identity,Bad Characters,Green Eyes,Female Characters,,Living Characters,3093.00,"1983, August",1983
2645,Rip Hunter (New Earth),Secret Identity,,Blue Eyes,Male Characters,,Living Characters,3093.00,"1959, June",1959
11879,Wing How (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,3093.00,"1938, October",1938
14753,Jack Drake (New Earth),,Good Characters,Black Eyes,Male Characters,,Deceased Characters,3093.00,"1989, August",1989
15618,Vril Dox I (New Earth),Secret Identity,Bad Characters,Green Eyes,Male Characters,,Living Characters,3093.00,"1988, March",1988
144550,Adolf Hitler (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,3093.00,"1942, March",1942
1614,Grace Choi (New Earth),Secret Identity,Good Characters,Brown Eyes,Female Characters,Bisexual Characters,Living Characters,3093.00,"2003, August",2003
10481,Lawrence Jordan (New Earth),Secret Identity,,Brown Eyes,Male Characters,,Deceased Characters,3093.00,"1942, February",1942
1869,Natasha Irons (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,3093.00,"1994, February",1994
1797,Katherine Spencer (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"2004, October",2004
2780,Stealth (New Earth),Secret Identity,Good Characters,Pink Eyes,Female Characters,,Deceased Characters,3093.00,"1989, February",1989
4170,Lorraine Reilly (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,3093.00,"1982, June",1982
1623,Noah Kuttler (New Earth),Public Identity,Bad Characters,Green Eyes,Male Characters,,Living Characters,3093.00,"1976, September",1976
1903,Despero (New Earth),Public Identity,Bad Characters,Yellow Eyes,Male Characters,,Living Characters,3093.00,"1960, November",1960
69043,Jan Haasan (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,3093.00,"1942, June",1942
16693,Tef\u00e9 Holland (New Earth),,Bad Characters,Blue Eyes,Female Characters,Bisexual Characters,Living Characters,3093.00,"1989, December",1989
2085,Hippolyta Trevor (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Deceased Characters,97.00,"1983, February",1983
1851,Jeffrey Franklin Burr (New Earth),Secret Identity,Bad Characters,Black Eyes,Male Characters,,Deceased Characters,97.00,"1976, March",1976
16836,Bizarro (New Earth),Public Identity,Neutral Characters,Black Eyes,Male Characters,,Living Characters,96.00,"2000, September",2000
1850,Henry Henshaw (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,96.00,"1990, May",1990
27613,Charles Dickles (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,96.00,"1941, June",1941
14777,Maxine Hunkel (New Earth),Secret Identity,Good Characters,Green Eyes,Female Characters,,Living Characters,95.00,"2007, February",2007
1977,Dream (New Earth),Secret Identity,Neutral Characters,Black Eyes,Male Characters,,Deceased Characters,95.00,"1989, January",1989
1847,Wade Eiling (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,95.00,"1987, March",1987
1967,Black Manta (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,95.00,"1967, October",1967
1921,Felix Faust (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,95.00,"1962, March",1962
11733,Virgil Hawkins (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,94.00,"1993, June",1993
1713,James Harper (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,94.00,"1942, April",1942
11164,Soranik Natu (New Earth),Public Identity,Good Characters,Purple Eyes,Female Characters,,Living Characters,93.00,"2005, November",2005
1618,Anissa Pierce (New Earth),Secret Identity,Good Characters,Brown Eyes,Female Characters,Homosexual Characters,Living Characters,92.00,"2003, August",2003
1673,Roman Sionis (New Earth),Public Identity,Bad Characters,Black Eyes,Male Characters,,Deceased Characters,92.00,"1985, August",1985
39459,"Henry King, Jr. (New Earth)",Public Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,92.00,"1983, August",1983
1902,Orm Marius (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,92.00,"1966, October",1966
1527,Citizen Abra (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,92.00,"1962, May",1962
1826,Abin Sur (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,92.00,"1959, October",1959
16274,Merlin (New Earth),Secret Identity,Neutral Characters,Black Eyes,Male Characters,,Living Characters,92.00,"1936, February",1936
1691,William Payton (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,91.00,"1988, October",1988
2742,Danette Reilly (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,91.00,"1981, August",1981
18276,Jonathan Tane (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,91.00,"1948, August",1948
17519,Ronald Troupe (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,90.00,"1991, July",1991
10235,William Storm (New Earth),Public Identity,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,90.00,"1964, June",1964
14508,Hermes (New Earth),Public Identity,Neutral Characters,Blue Eyes,Male Characters,,Living Characters,90.00,"1959, April",1959
1876,Timothy Hunter (New Earth),Public Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,89.00,"1990, December",1990
69502,Taghurrhu (New Earth),Public Identity,Good Characters,Green Eyes,Male Characters,,Living Characters,89.00,"1981, June",1981
1503,Sandra Wu-San (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Female Characters,,Living Characters,89.00,"1976, January",1976
